Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
88,tt1456635,2014-02-06,2014-02-06,,Goon,https://www.imdb.com/title/tt1456635/,movie,6.8,92,2011,"Comedy, Drama, Sport",82152,2011-09-10,Michael Dowse
89,tt1408253,2014-04-07,2014-04-07,,Ride Along,https://www.imdb.com/title/tt1408253/,movie,6.2,99,2014,"Action, Comedy, Crime",99053,2014-01-17,Tim Story
90,tt1826590,2014-05-29,2014-05-29,,About Last Night,https://www.imdb.com/title/tt1826590/,movie,6.1,100,2014,"Comedy, Romance",21982,2014-02-14,Steve Pink
91,tt0800039,2014-06-10,2014-06-10,,Forgetting Sarah Marshall,https://www.imdb.com/title/tt0800039/,movie,7.1,111,2008,"Comedy, Drama, Romance",255721,2008-03-10,Nicholas Stoller
92,tt1232829,2014-07-27,2014-07-27,,21 Jump Street,https://www.imdb.com/title/tt1232829/,movie,7.2,109,2012,"Action, Comedy, Crime",496683,2012-03-12,"Christopher Miller, Phil Lord"
93,tt2294449,2014-10-13,2014-10-13,,22 Jump Street,https://www.imdb.com/title/tt2294449/,movie,7.0,112,2014,"Action, Comedy, Crime",335039,2014-06-04,"Christopher Miller, Phil Lord"
94,tt1924435,2014-10-30,2014-10-30,,Let's Be Cops,https://www.imdb.com/title/tt1924435/,movie,6.4,104,2014,"Action, Comedy, Crime",124948,2014-08-13,Luke Greenfield
95,tt0183505,2014-11-10,2014-11-10,,"Me, Myself & Irene",https://www.imdb.com/title/tt0183505/,movie,6.6,116,2000,Comedy,216838,2000-06-15,"Bobby Farrelly, Peter Farrelly"
96,tt2788710,2015-02-07,2015-02-07,,The Interview,https://www.imdb.com/title/tt2788710/,movie,6.5,112,2014,"Action, Adventure, Comedy",297875,2014-12-11,"Evan Goldberg, Seth Rogen"
97,tt2096672,2015-03-04,2015-03-04,,Dumb and Dumber To,https://www.imdb.com/title/tt2096672/,movie,5.6,109,2014,Comedy,124741,2014-11-03,"Bobby Farrelly, Peter Farrelly"
98,tt0456554,2015-04-16,2015-04-16,,Grandma's Boy,https://www.imdb.com/title/tt0456554/,movie,7.0,94,2006,Comedy,75844,2006-01-06,Nicholaus Goossen
99,tt2170593,2015-04-26,2015-04-26,,St. Vincent,https://www.imdb.com/title/tt2170593/,movie,7.2,102,2014,"Comedy, Drama",92831,2014-09-05,Theodore Melfi
100,tt1086772,2016-01-23,2016-01-23,,Blended,https://www.imdb.com/title/tt1086772/,movie,6.5,117,2014,"Comedy, Romance",113087,2014-05-19,Frank Coraci
101,tt0454945,2016-02-26,2016-02-26,,She's the Man,https://www.imdb.com/title/tt0454945/,movie,6.3,105,2006,"Comedy, Romance, Sport",142046,2006-03-08,Andy Fickman
102,tt1135525,2016-07-27,2016-07-27,,The Slammin' Salmon,https://www.imdb.com/title/tt1135525/,movie,6.4,90,2009,Comedy,12975,2009-01-17,Kevin Heffernan
103,tt1386588,2016-07-30,2016-07-30,,The Other Guys,https://www.imdb.com/title/tt1386588/,movie,6.6,107,2010,"Action, Comedy, Crime",234343,2010-08-02,Adam McKay
104,tt0795368,2013-03-04,2013-03-04,,Death at a Funeral,https://www.imdb.com/title/tt0795368/,movie,7.4,90,2007,Comedy,106488,2007-02-09,Frank Oz
105,tt2785032,2016-12-25,2016-12-25,,The Little Death,https://www.imdb.com/title/tt2785032/,movie,7.1,96,2014,"Comedy, Drama, Romance",24472,2014-06-13,Josh Lawson
106,tt1045778,2018-08-22,2018-08-22,,Year One,https://www.imdb.com/title/tt1045778/,movie,4.9,97,2009,Comedy,89697,2009-06-18,Harold Ramis
107,tt0357413,2013-03-04,2013-03-04,,Anchorman: The Legend of Ron Burgundy,https://www.imdb.com/title/tt0357413/,movie,7.2,94,2004,Comedy,320727,2004-06-28,Adam McKay
108,tt0482527,2019-11-13,2019-11-13,,It's a Boy Girl Thing,https://www.imdb.com/title/tt0482527/,movie,6.3,95,2006,"Comedy, Fantasy, Romance",38413,2006-12-18,Nick Hurran
109,tt9354944,2020-04-05,2020-04-05,,Jexi,https://www.imdb.com/title/tt9354944/,movie,6.1,84,2019,Comedy,14361,2019-10-10,"Jon Lucas, Scott Moore"
